tarih,home,away,home_goal_half,away_goal_half,home_goal_full,away_goal_full,home_possessions,away_possessions,home_mucadele,away_mucadele,home_havatopu,away_havatopu,home_steal,away_steal,home_ofsayt,away_ofsayt,home_corner,away_corner,home_pass,away_pass,home_accurate_pass,away_accurate_pass,home_pass_accuraty,away_pass_accuraty,home_long_pass,away_long_pass,home_accurate_long_pass,away_accurate_long_pass,home_shot,away_shot,home_accurate_shot,away_accurate_shot,home_not_accurate_shot,away_not_accurate_shot,home_engellenen_shot,away_engellenen_shot,home_direk,away_direk,home_xG,away_xG,home_ceza_sahasi,away_ceza_sahasi,home_uzaklastir,away_uzaklastir,home_faul,away_faul,home_yellow,away_yellow,home_red,away_red,1.5_alt,1.5_ust,"2,5_alt",2.5_ust,3.5_alt,3.5_ust,4.5_alt,4.5_ust,KG
25.11.2019,Antalyaspor,Gaziantep FK,0,1,1,1,%57,%43,62,65,16,12,7,10,4,0,5,3,428,334,342,244,"%79,9","%73,1",22,12,5,2,23,10,5,4,14,4,4,2,1,1,"2,39","1,12",39,10,11,23,19,18,2,3,2,3,0,1,1,0,1,0,1,0,1
8.11.2019,Fenerbahçe,Kasımpaşa,2,1,3,2,%60,%40,54,63,13,17,8,13,2,2,5,4,559,375,477,294,"%85,3","%78,4",12,12,5,4,19,8,9,5,5,2,5,1,0,0,"2,87","2,10",29,15,15,18,14,14,3,4,3,4,0,1,0,1,0,1,0,1,1
9.11.2019,Gençlerbirliği,Kayserispor,1,0,2,1,%47,%53,46,57,18,12,6,12,4,8,2,2,422,477,338,385,"%80,1","%80,7",16,14,5,1,15,7,6,3,5,3,4,1,0,1,"2,15","0,97",19,13,11,14,13,7,2,0,2,0,0,1,0,1,1,0,1,0,1
9.11.2019,Sivasspor,Konyaspor,0,0,2,0,%54,%46,49,38,21,15,6,10,8,2,8,1,447,408,352,299,"%78,7","%73,3",30,2,7,0,17,2,10,1,3,1,4,0,0,0,"0,89","0,06",28,1,3,30,10,9,1,3,1,3,0,1,1,0,1,0,1,0,0
9.11.2019,Ç. Rizespor,Antalyaspor,1,0,1,0,%45,%55,72,76,25,17,6,11,1,0,3,10,354,393,260,310,"%73,4","%78,9",9,47,1,13,5,33,3,8,1,12,1,13,0,0,"0,77","2,41",8,51,43,8,18,13,2,4,2,4,1,0,1,0,1,0,1,0,0
9.11.2019,Gaziantep FK,Galatasaray,0,2,0,2,%54,%46,47,50,12,18,6,5,3,7,7,6,392,341,315,270,"%80,4","%79,2",29,14,1,3,7,12,0,3,4,7,3,2,0,2,"0,45","1,16",8,14,15,25,17,13,3,1,3,1,0,1,1,0,1,0,1,0,0
10.11.2019,Göztepe,Yeni Malatyaspor,1,0,1,1,%38,%62,50,60,14,31,9,9,3,3,4,4,267,449,188,358,"%70,4","%79,7",14,12,1,4,6,7,2,2,3,4,1,1,0,1,"1,40","1,45",10,13,16,20,19,13,5,5,5,5,0,1,1,0,1,0,1,0,1
10.11.2019,Trabzonspor,Alanyaspor,0,0,1,0,%40,%60,65,57,21,22,12,7,1,2,4,6,303,447,206,346,"%68,0","%77,4",10,20,2,8,7,13,2,4,2,5,3,4,0,0,"1,79","2,38",9,23,27,15,8,18,4,3,4,3,1,0,1,0,1,0,1,0,0
10.11.2019,Başakşehir,MKE Ankaragücü,1,0,2,1,%52,%48,62,59,24,27,8,9,0,0,7,4,512,473,416,380,"%81,3","%80,3",18,18,6,8,16,19,7,6,8,8,1,5,0,0,"2,57","1,01",27,25,27,11,13,9,1,2,1,2,0,1,0,1,1,0,1,0,1
10.11.2019,Beşiktaş,Denizlispor,0,0,1,0,%63,%37,53,53,18,18,8,11,1,3,6,6,622,356,525,266,"%84,4","%74,7",16,16,4,2,14,11,6,3,6,5,2,3,0,0,"1,11","0,51",29,11,21,20,12,16,2,2,2,2,1,0,1,0,1,0,1,0,0
1.11.2019,Galatasaray,Ç. Rizespor,2,0,2,0,%66,%34,64,46,13,12,8,17,4,3,4,3,528,274,456,200,"%86,4","%73,0",27,12,5,2,12,10,7,3,2,4,3,3,0,0,"1,73","0,78",26,10,11,20,14,19,1,3,1,3,0,1,1,0,1,0,1,0,0
2.11.2019,Konyaspor,Gençlerbirliği,1,0,1,1,%50,%50,50,58,18,20,7,6,3,3,1,7,461,440,364,352,"%79,0","%80,0",5,37,1,10,10,15,3,2,7,7,0,6,1,1,"1,46","1,29",15,22,35,8,13,9,1,2,1,2,0,1,1,0,1,0,1,0,1
2.11.2019,Alanyaspor,Başakşehir,0,0,0,0,%46,%54,54,55,14,14,8,12,1,1,5,3,357,443,271,342,"%75,9","%77,2",28,12,7,1,23,4,3,1,13,3,7,0,0,0,"1,27","0,19",21,9,11,27,13,10,1,1,1,1,1,0,1,0,1,0,1,0,0
2.11.2019,Trabzonspor,Göztepe,0,1,0,1,%59,%41,60,60,17,15,14,10,2,0,8,3,594,415,496,330,"%83,5","%79,5",32,9,9,5,21,6,6,2,9,4,6,0,0,0,"2,11","0,75",37,11,7,33,4,10,0,3,0,3,1,0,1,0,1,0,1,0,0
2.11.2019,Antalyaspor,Beşiktaş,0,2,1,2,%43,%57,57,56,14,16,12,12,1,1,2,0,413,565,323,468,"%78,2","%82,8",18,9,5,3,14,12,4,6,7,5,3,1,0,0,"1,94","1,68",29,21,16,18,13,17,3,2,3,2,0,1,0,1,1,0,1,0,1
3.11.2019,Denizlispor,Sivasspor,0,1,0,2,%52,%48,77,67,31,31,13,11,1,3,2,6,393,367,269,246,"%68,4","%67,0",19,18,4,8,10,16,2,6,6,6,2,4,0,1,"0,86","2,34",18,25,11,18,14,22,4,3,4,3,0,1,1,0,1,0,1,0,0
3.11.2019,Kasımpaşa,Yeni Malatyaspor,1,0,2,2,%51,%49,58,57,24,23,17,13,1,1,7,8,391,388,317,302,"%81,1","%77,8",43,23,12,3,19,13,6,5,8,6,5,2,0,1,"1,57","1,85",38,27,24,34,13,14,2,2,2,2,0,1,0,1,0,1,1,0,1
3.11.2019,Kayserispor,Fenerbahçe,0,0,1,0,%34,%66,56,68,19,26,8,7,3,5,3,8,262,496,191,419,"%72,9","%84,5",11,35,3,10,11,23,1,6,6,12,4,5,0,3,"0,90","2,86",17,40,45,9,19,10,1,3,1,3,1,0,1,0,1,0,1,0,0
4.11.2019,MKE Ankaragücü,Gaziantep FK,0,1,1,2,%55,%45,54,61,17,21,10,14,4,0,6,3,452,381,348,274,"%77,0","%71,9",25,16,5,2,13,9,6,5,6,1,1,3,0,0,"1,78","1,54",18,7,20,22,16,16,2,2,2,2,0,1,0,1,1,0,1,0,1
25.10.2019,Ç. Rizespor,MKE Ankaragücü,1,0,2,0,%59,%41,54,78,20,22,12,12,0,2,8,3,481,343,401,235,"%83,4","%68,5",18,11,6,6,22,15,8,3,7,8,7,4,0,0,"2,78","1,23",35,22,9,18,20,11,1,3,1,3,0,1,1,0,1,0,1,0,0
26.10.2019,Sivasspor,Antalyaspor,0,0,2,1,%49,%51,49,75,23,22,11,6,1,3,7,9,392,412,305,320,"%77,8","%77,7",20,17,2,3,9,8,3,3,6,2,0,3,0,0,"1,95","1,35",11,18,20,26,15,9,3,1,3,1,0,1,0,1,1,0,1,0,1
26.10.2019,Gaziantep FK,Alanyaspor,0,1,1,1,%63,%37,53,65,16,29,7,10,3,2,9,1,441,274,334,159,"%75,7","%58,0",28,6,5,2,9,7,3,2,5,4,1,1,0,2,"0,61","0,82",14,13,4,33,19,13,3,3,3,3,0,1,1,0,1,0,1,0,1
26.10.2019,Fenerbahçe,Konyaspor,3,1,5,1,%56,%44,60,49,15,12,12,5,1,1,2,2,594,480,514,399,"%86,5","%83,1",11,7,4,0,19,5,8,1,7,2,4,2,1,0,"2,19","0,47",23,9,8,8,13,6,1,1,1,1,0,1,0,1,0,1,0,1,1
27.10.2019,Yeni Malatyaspor,Kayserispor,1,0,4,0,%58,%42,50,44,15,13,10,11,5,1,3,2,401,294,331,215,"%82,5","%73,1",17,17,3,4,18,5,7,2,7,3,4,0,2,0,"3,53","0,56",30,15,15,21,15,18,1,3,1,3,0,1,0,1,0,1,1,0,0
27.10.2019,Gençlerbirliği,Denizlispor,0,1,0,2,%62,%38,51,44,18,12,13,13,3,0,6,6,530,330,423,214,"%79,8","%64,8",31,15,10,3,17,10,7,3,6,6,4,1,2,0,"1,83","1,51",20,17,13,24,13,9,1,2,1,2,0,1,1,0,1,0,1,0,0
27.10.2019,Göztepe,Kasımpaşa,1,1,1,4,%58,%42,41,60,10,19,13,11,0,3,4,4,435,323,359,244,"%82,5","%75,5",26,14,3,4,12,16,4,8,5,6,3,2,0,0,"0,78","2,35",21,19,8,32,13,18,4,3,4,3,0,1,0,1,0,1,0,1,1
27.10.2019,Beşiktaş,Galatasaray,0,0,1,0,%42,%58,59,69,21,30,21,16,2,4,7,0,387,543,279,443,"%72,1","%81,6",22,17,5,4,13,14,7,2,4,9,2,3,0,0,"0,73","0,57",23,22,14,12,11,15,2,3,2,3,1,0,1,0,1,0,1,0,0
28.10.2019,Başakşehir,Trabzonspor,0,0,2,2,%51,%49,43,62,11,17,12,13,3,2,3,6,471,452,400,369,"%84,9","%81,6",14,13,4,3,21,9,5,6,12,1,4,2,1,0,"2,62","2,20",28,16,14,18,13,7,2,3,2,3,0,1,0,1,0,1,1,0,1
18.10.2019,Galatasaray,Sivasspor,2,0,3,2,%66,%34,76,53,16,10,10,10,2,2,3,3,609,307,534,226,"%87,7","%73,6",16,10,3,0,19,16,8,7,8,5,3,4,1,1,"3,09","2,88",27,22,15,15,10,20,4,3,4,3,0,1,0,1,0,1,0,1,1
19.10.2019,Antalyaspor,Gençlerbirliği,0,5,0,6,%41,%59,50,35,9,5,10,9,3,2,8,1,397,576,343,519,"%86,4","%90,1",14,8,4,2,11,11,1,9,7,1,3,1,0,0,"0,43","2,21",18,22,7,10,5,16,2,2,2,2,0,1,0,1,0,1,0,1,0
19.10.2019,Trabzonspor,Gaziantep FK,2,0,4,1,%50,%50,54,52,6,5,15,11,0,1,5,4,453,438,381,357,"%84,1","%81,5",8,17,1,3,12,14,5,5,1,4,6,5,0,1,"2,10","0,92",23,22,21,9,16,14,1,1,1,1,0,1,0,1,0,1,0,1,1
19.10.2019,Başakşehir,Göztepe,1,0,2,1,%53,%47,58,55,20,20,14,12,1,0,5,5,447,395,359,310,"%80,3","%78,5",16,21,4,8,14,11,5,2,6,6,3,3,1,0,"1,57","0,72",19,25,20,19,17,13,1,3,1,3,0,1,0,1,1,0,1,0,1
19.10.2019,MKE Ankaragücü,Beşiktaş,0,0,0,0,%33,%67,41,67,14,17,8,5,3,2,5,6,279,576,191,497,"%68,5","%86,3",14,27,5,6,5,14,1,4,3,6,1,4,0,0,"0,26","2,02",11,36,22,11,17,10,1,4,1,4,1,0,1,0,1,0,1,0,0
20.10.2019,Kayserispor,Kasımpaşa,0,1,1,1,%58,%42,70,55,24,13,10,11,1,0,11,3,463,348,384,277,"%82,9","%79,6",40,21,9,2,23,9,10,3,10,4,3,2,0,0,"2,01","0,60",22,21,15,25,14,17,5,3,5,3,0,1,1,0,1,0,1,0,1
20.10.2019,Alanyaspor,Ç. Rizespor,2,0,5,2,%47,%53,76,64,19,17,12,9,1,1,8,4,372,434,302,350,"%81,2","%80,6",29,13,11,2,21,5,11,3,5,1,5,1,1,0,"2,32","0,99",29,12,19,18,21,16,0,1,0,1,0,1,0,1,0,1,0,1,1
20.10.2019,Denizlispor,Fenerbahçe,0,1,1,2,%40,%60,49,61,16,28,15,10,1,2,5,4,331,514,227,412,"%68,6","%80,2",23,13,3,5,3,8,1,3,2,4,0,1,0,1,"0,14","1,45",6,12,11,22,12,12,2,0,2,0,0,1,0,1,1,0,1,0,1
21.10.2019,Konyaspor,Yeni Malatyaspor,0,1,0,2,%57,%43,40,44,10,14,9,13,0,1,3,3,601,434,516,371,"%85,9","%85,5",8,21,0,4,6,12,3,6,2,5,1,1,0,1,"0,58","1,38",12,24,12,16,10,16,1,2,1,2,0,1,1,0,1,0,1,0,0
4.10.2019,Yeni Malatyaspor,Denizlispor,2,0,5,1,%56,%44,47,47,15,18,8,8,2,2,6,3,395,302,316,222,"%80,0","%73,5",16,22,9,8,15,9,7,4,6,5,2,0,0,1,"3,49","0,40",24,16,22,17,20,13,2,6,2,6,0,1,0,1,0,1,0,1,1
4.10.2019,Fenerbahçe,Antalyaspor,0,1,0,1,%75,%25,59,44,24,9,12,15,2,0,10,3,687,234,588,149,"%85,6","%63,7",42,4,11,1,25,7,6,5,13,1,6,1,0,0,"2,34","1,34",44,6,5,43,10,17,2,2,2,2,1,0,1,0,1,0,1,0,0
5.10.2019,Kasımpaşa,Konyaspor,1,3,1,4,%52,%48,50,52,15,15,14,10,0,0,9,2,436,431,364,360,"%83,5","%83,5",45,6,11,1,17,14,8,9,2,4,7,1,0,0,"1,93","3,90",28,24,6,37,11,10,5,4,5,4,0,1,0,1,0,1,0,1,1
5.10.2019,Göztepe,Kayserispor,3,0,4,0,%42,%58,47,52,14,13,11,5,2,3,6,5,327,462,255,394,"%78,0","%85,3",19,16,6,2,16,8,8,3,6,4,2,1,1,1,"2,97","0,38",21,10,15,18,14,14,1,2,1,2,0,1,0,1,0,1,1,0,0
5.10.2019,Gençlerbirliği,Galatasaray,0,0,0,0,%31,%69,51,63,15,20,19,7,6,1,4,5,250,593,185,500,"%74,0","%84,3",19,14,6,6,20,10,6,1,7,6,7,3,0,0,"1,24","0,67",17,27,19,15,19,18,6,4,6,4,1,0,1,0,1,0,1,0,0
6.10.2019,Sivasspor,MKE Ankaragücü,1,1,3,1,%51,%49,53,62,18,23,9,9,2,0,8,3,390,374,302,277,"%77,4","%74,1",20,16,5,2,10,14,5,4,3,5,2,5,0,0,"1,39","1,27",24,14,25,15,14,12,4,1,4,1,0,1,0,1,0,1,1,0,1
6.10.2019,Beşiktaş,Alanyaspor,0,0,2,0,%51,%49,56,55,16,20,18,20,5,1,4,8,423,398,321,290,"%75,9","%72,9",10,26,3,7,7,14,4,3,2,5,1,6,0,0,"1,95","1,17",11,30,22,10,11,11,3,4,3,4,0,1,1,0,1,0,1,0,0
6.10.2019,Gaziantep FK,Başakşehir,1,1,1,2,%36,%64,67,50,19,15,21,3,1,1,5,8,263,501,188,427,"%71,5","%85,2",28,15,2,5,5,21,2,9,3,10,0,2,0,1,"0,41","3,06",7,37,11,26,14,18,1,6,1,6,0,1,0,1,1,0,1,0,1
6.10.2019,Ç. Rizespor,Trabzonspor,1,0,1,2,%41,%59,58,58,16,11,7,10,0,1,6,4,336,489,255,419,"%75,9","%85,7",16,23,2,5,16,13,4,4,6,6,6,3,0,1,"1,04","1,18",22,18,25,19,17,11,5,2,5,2,0,1,0,1,1,0,1,0,1
27.09.2019,Başakşehir,Ç. Rizespor,2,0,5,0,%53,%47,57,53,13,15,8,18,1,1,4,6,493,440,412,371,"%83,6","%84,3",13,14,1,6,16,13,8,1,5,8,3,4,1,0,"2,40","0,83",25,20,7,10,10,14,0,2,0,2,0,1,0,1,0,1,0,1,0
28.09.2019,Denizlispor,Kasımpaşa,0,0,0,1,%50,%50,59,63,26,27,14,14,0,1,4,5,421,420,331,323,"%78,6","%76,9",18,16,6,5,16,16,7,7,6,8,3,1,2,1,"1,91","2,20",25,19,18,24,10,19,0,2,0,2,1,0,1,0,1,0,1,0,0
28.09.2019,Alanyaspor,Sivasspor,0,1,1,1,%62,%38,79,60,32,23,6,18,1,4,11,3,492,312,384,212,"%78,0","%67,9",37,9,12,6,29,7,11,3,8,2,10,2,2,0,"2,58","0,61",42,14,7,33,19,17,3,4,3,4,0,1,1,0,1,0,1,0,1
28.09.2019,Galatasaray,Fenerbahçe,0,0,0,0,%52,%48,52,53,25,19,12,15,6,2,4,5,405,371,301,263,"%74,3","%70,9",11,9,1,1,5,12,3,3,0,5,2,4,0,0,"0,25","0,76",7,19,16,16,18,13,2,1,2,1,1,0,1,0,1,0,1,0,0
29.09.2019,Konyaspor,Kayserispor,1,1,2,1,%63,%37,60,50,21,15,11,10,2,1,5,3,584,341,510,253,"%87,3","%74,2",19,17,3,2,24,7,8,3,11,3,5,1,0,0,"2,16","0,39",38,9,11,24,10,19,4,5,4,5,0,1,0,1,1,0,1,0,1
29.09.2019,Antalyaspor,Yeni Malatyaspor,1,0,3,0,%44,%56,40,47,7,11,9,16,2,2,2,4,377,474,300,393,"%79,6","%82,9",9,19,2,2,11,11,5,1,4,5,2,5,0,0,"0,60","1,00",13,12,17,11,14,14,2,2,2,2,0,1,0,1,1,0,1,0,0
29.09.2019,MKE Ankaragücü,Gençlerbirliği,0,0,2,1,%42,%58,59,51,21,19,10,6,1,1,4,9,286,388,180,296,"%62,9","%76,3",12,31,3,7,12,15,5,5,5,6,2,4,0,1,"2,31","1,91",21,22,33,7,15,11,1,2,1,2,0,1,0,1,1,0,1,0,1
29.09.2019,Trabzonspor,Beşiktaş,2,0,4,1,%39,%61,59,64,8,11,11,11,1,1,2,8,352,534,277,458,"%78,7","%85,8",8,28,2,6,13,12,5,4,5,4,3,4,1,0,"2,10","0,61",24,22,23,10,23,10,6,3,6,3,0,1,0,1,0,1,0,1,1
30.09.2019,Gaziantep FK,Göztepe,0,0,1,1,%50,%50,46,53,15,18,12,12,1,2,5,5,357,381,284,287,"%79,6","%75,3",26,9,4,3,15,4,2,2,9,2,4,0,0,0,"1,58","0,18",19,14,12,20,12,9,2,4,2,4,0,1,1,0,1,0,1,0,1
20.09.2019,Göztepe,Konyaspor,0,0,1,0,%43,%57,49,43,15,17,6,6,1,2,9,1,369,508,289,423,"%78,3","%83,3",26,5,5,2,16,9,10,1,4,7,2,1,0,0,"2,36","0,40",23,6,5,15,9,14,1,3,1,3,1,0,1,0,1,0,1,0,0
21.09.2019,Kasımpaşa,Antalyaspor,0,0,3,0,%50,%50,54,63,15,10,19,6,0,2,4,10,446,454,362,367,"%81,2","%80,8",23,22,4,6,16,10,7,3,6,5,3,2,0,1,"1,50","0,47",22,21,21,16,17,16,2,3,2,3,0,1,0,1,1,0,1,0,0
21.09.2019,Kayserispor,Denizlispor,1,0,1,1,%47,%53,53,60,14,19,9,9,1,2,3,4,446,480,349,401,"%78,3","%83,5",16,32,3,7,11,18,5,5,5,8,1,5,0,0,"1,48","1,41",18,15,21,15,19,13,2,1,2,1,0,1,1,0,1,0,1,0,1
21.09.2019,Fenerbahçe,MKE Ankaragücü,1,1,2,1,%67,%33,47,37,11,13,10,7,2,3,8,1,655,333,590,244,"%90,1","%73,3",30,4,7,1,30,6,8,3,16,2,6,1,0,0,"3,72","0,39",40,5,6,32,11,11,2,3,2,3,0,1,0,1,1,0,1,0,1
22.09.2019,Ç. Rizespor,Gaziantep FK,0,2,1,2,%65,%35,65,50,26,20,4,18,2,2,8,4,539,285,419,195,"%77,7","%68,4",29,16,7,4,15,4,4,3,6,0,5,1,0,0,"1,34","0,80",29,6,10,42,9,12,2,2,2,2,0,1,0,1,1,0,1,0,1
22.09.2019,Gençlerbirliği,Alanyaspor,1,0,1,1,%55,%45,80,58,20,24,3,13,4,0,1,5,437,359,315,252,"%72,1","%70,2",12,19,4,7,12,14,4,5,6,6,2,3,0,0,"1,64","0,66",14,23,23,21,15,22,3,3,3,3,0,1,1,0,1,0,1,0,1
22.09.2019,Yeni Malatyaspor,Galatasaray,0,1,1,1,%51,%49,59,54,26,23,11,12,2,2,8,3,386,386,297,300,"%76,9","%77,7",30,9,8,5,16,12,4,3,8,4,4,5,0,0,"1,40","1,77",24,21,8,21,16,16,1,3,1,3,0,1,1,0,1,0,1,0,1
23.09.2019,Sivasspor,Trabzonspor,1,1,2,1,%52,%48,78,56,22,10,9,15,0,3,4,5,423,396,329,320,"%77,8","%80,8",19,13,9,3,16,15,6,4,8,7,2,4,2,0,"2,21","2,09",28,23,8,20,16,18,3,3,3,3,0,1,0,1,1,0,1,0,1
23.09.2019,Beşiktaş,Başakşehir,0,0,1,1,%59,%41,59,48,11,9,10,12,1,1,0,4,585,396,497,305,"%85,0","%77,0",14,15,2,2,8,11,2,7,4,3,2,1,0,0,"1,22","1,05",12,16,16,17,9,18,4,5,4,5,0,1,1,0,1,0,1,0,1
13.09.2019,Galatasaray,Kasımpaşa,1,0,1,0,%62,%38,50,50,13,14,7,11,2,2,3,5,573,335,505,256,"%88,1","%76,4",16,22,2,2,15,9,4,2,8,3,3,4,0,0,"0,86","1,03",23,15,22,19,15,18,2,3,2,3,1,0,1,0,1,0,1,0,0
14.09.2019,Başakşehir,Sivasspor,0,1,1,1,%62,%38,64,63,25,27,10,13,2,0,7,4,539,328,422,223,"%78,3","%68,0",20,18,4,3,13,9,5,2,6,5,2,2,0,0,"1,31","1,86",24,15,20,22,13,15,2,2,2,2,0,1,1,0,1,0,1,0,1
14.09.2019,Gaziantep FK,Beşiktaş,1,0,3,2,%37,%63,39,41,10,10,10,9,1,2,4,14,314,529,259,462,"%82,5","%87,3",21,33,1,10,14,12,5,5,8,6,1,1,2,0,"2,14","1,29",19,26,34,14,15,9,4,4,4,4,0,1,0,1,0,1,0,1,1
14.09.2019,Antalyaspor,Kayserispor,1,1,2,2,%52,%48,59,46,14,11,5,4,2,1,11,3,457,430,392,356,"%85,8","%82,8",21,11,9,2,18,5,5,3,9,1,4,1,0,0,"2,68","1,35",33,6,11,25,14,15,3,1,3,1,0,1,0,1,0,1,1,0,1
15.09.2019,MKE Ankaragücü,Yeni Malatyaspor,0,3,0,4,%43,%57,53,55,12,12,7,7,0,5,4,2,391,521,310,448,"%79,3","%86,0",13,7,2,3,12,18,2,10,6,7,4,1,0,1,"0,76","4,54",12,31,12,14,12,12,3,3,3,3,0,1,0,1,0,1,1,0,0
15.09.2019,Ç. Rizespor,Göztepe,0,0,0,0,%62,%38,60,56,27,9,10,11,1,3,3,3,543,324,457,222,"%84,2","%68,5",18,14,4,3,9,3,2,1,2,0,5,2,0,1,"0,77","0,13",13,6,19,16,21,10,3,4,3,4,1,0,1,0,1,0,1,0,0
15.09.2019,Denizlispor,Konyaspor,0,0,0,1,%41,%59,49,47,18,13,8,10,2,3,3,5,445,660,358,576,"%80,4","%87,3",24,17,6,3,8,10,2,4,3,2,3,4,0,1,"0,94","0,64",11,14,12,33,13,4,4,2,4,2,1,0,1,0,1,0,1,0,0
15.09.2019,Trabzonspor,Gençlerbirliği,1,1,2,2,%53,%47,47,52,5,8,14,11,1,2,2,4,471,411,391,332,"%83,0","%80,8",10,20,2,2,17,15,9,6,7,3,1,6,0,0,"2,17","1,51",27,23,26,11,11,15,2,2,2,2,0,1,0,1,0,1,1,0,1
16.09.2019,Alanyaspor,Fenerbahçe,1,1,3,1,%31,%69,47,55,15,16,9,7,3,2,3,3,261,610,186,528,"%71,3","%86,6",22,18,3,8,12,11,6,4,5,5,1,2,1,1,"1,64","1,69",24,25,24,22,13,14,1,1,1,1,0,1,0,1,0,1,1,0,1
30.08.2019,Kasımpaşa,MKE Ankaragücü,0,1,0,1,%64,%36,85,58,30,28,12,9,1,1,10,1,471,291,393,200,"%83,4","%68,7",53,6,11,2,27,4,8,2,12,2,7,0,3,0,"1,37","0,14",42,5,6,51,10,26,1,5,1,5,1,0,1,0,1,0,1,0,0
30.08.2019,Kayserispor,Galatasaray,1,0,2,3,%36,%64,50,62,14,21,7,5,1,3,1,4,280,515,212,459,"%75,7","%89,1",17,20,3,6,8,20,4,10,4,6,0,4,0,0,"1,44","2,22",15,26,14,17,21,13,5,5,5,5,0,1,0,1,0,1,0,1,1
31.08.2019,Konyaspor,Antalyaspor,0,1,2,2,%64,%36,51,55,20,17,7,9,0,1,5,7,555,310,475,231,"%85,6","%74,5",17,22,4,5,17,15,4,6,3,5,10,4,0,0,"0,88","1,92",22,22,17,19,13,14,2,2,2,2,0,1,0,1,0,1,1,0,1
31.08.2019,Göztepe,Denizlispor,0,0,0,0,%51,%49,72,56,30,20,12,10,0,0,5,1,428,438,331,328,"%77,3","%74,9",33,5,8,1,17,5,2,1,12,2,3,2,0,0,"2,55","0,72",31,8,7,32,13,14,3,3,3,3,1,0,1,0,1,0,1,0,0
31.08.2019,Beşiktaş,Ç. Rizespor,0,1,1,1,%70,%30,61,59,22,22,13,15,1,5,11,2,623,271,549,182,"%88,1","%67,2",37,7,4,4,20,6,4,2,9,2,7,2,1,1,"1,26","1,01",36,6,5,29,16,10,5,1,5,1,0,1,1,0,1,0,1,0,1
1.09.2019,Gençlerbirliği,Başakşehir,1,0,1,2,%42,%58,51,61,20,19,12,6,1,1,4,5,327,441,237,362,"%72,5","%82,1",10,21,2,8,8,22,5,9,3,9,0,4,0,0,"0,71","2,99",13,43,18,14,26,17,5,2,5,2,0,1,0,1,1,0,1,0,1
1.09.2019,Sivasspor,Gaziantep FK,0,1,1,1,%70,%30,65,55,24,14,6,13,2,1,7,5,525,227,450,156,"%85,7","%68,7",27,5,7,0,22,11,4,4,11,4,7,3,0,0,"1,74","0,82",25,8,13,29,14,19,3,4,3,4,0,1,1,0,1,0,1,0,1
1.09.2019,Fenerbahçe,Trabzonspor,1,1,1,1,%69,%31,51,57,13,15,10,10,1,1,6,3,591,268,507,185,"%85,8","%69,0",20,12,7,5,22,10,9,5,8,5,5,0,1,0,"3,85","1,36",36,20,12,27,14,9,1,3,1,3,0,1,1,0,1,0,1,0,1
1.09.2019,Yeni Malatyaspor,Alanyaspor,0,3,2,3,%72,%28,54,59,19,16,10,13,2,0,5,3,519,202,419,121,"%80,7","%59,9",21,11,5,3,14,8,8,5,4,3,2,0,0,0,"0,72","1,63",19,12,12,33,18,13,4,2,4,2,0,1,0,1,0,1,0,1,1
23.08.2019,Beşiktaş,Göztepe,1,0,3,0,%66,%34,53,59,21,17,10,8,2,5,8,3,562,279,472,187,"%84,0","%67,0",18,13,4,2,8,11,4,3,4,4,0,4,2,1,"1,22","0,46",15,15,16,18,19,9,1,1,1,1,0,1,0,1,1,0,1,0,0
24.08.2019,MKE Ankaragücü,Kayserispor,0,0,1,1,%46,%54,36,69,8,25,12,6,2,2,1,7,354,399,269,320,"%76,0","%80,2",6,24,0,6,15,15,5,5,8,8,2,2,0,0,"1,64","2,57",26,28,25,23,18,9,3,1,3,1,0,1,1,0,1,0,1,0,1
24.08.2019,Alanyaspor,Kasımpaşa,1,1,4,1,%46,%54,52,53,19,13,9,8,4,0,1,4,426,501,351,405,"%82,4","%80,8",19,17,8,2,18,6,8,1,8,3,2,2,0,0,"2,20","0,66",30,9,13,16,13,11,4,4,4,4,0,1,0,1,0,1,0,1,1
24.08.2019,Başakşehir,Fenerbahçe,1,0,1,2,%39,%61,47,53,18,13,8,4,5,4,4,4,351,554,272,467,"%77,5","%84,3",13,11,3,5,12,13,4,3,8,7,0,3,1,2,"1,63","2,01",15,21,12,14,11,10,0,0,0,0,0,1,0,1,1,0,1,0,1
25.08.2019,Ç. Rizespor,Sivasspor,0,0,2,1,%43,%57,53,57,22,19,9,7,3,3,1,12,330,438,252,349,"%76,4","%79,7",19,23,3,4,11,15,5,2,4,4,2,9,0,0,"1,91","0,70",17,31,25,13,15,11,2,2,2,2,0,1,0,1,1,0,1,0,1
25.08.2019,Trabzonspor,Yeni Malatyaspor,1,0,2,1,%49,%51,59,36,17,9,10,10,0,1,4,5,394,411,336,335,"%85,3","%81,5",14,15,4,1,16,13,5,2,8,7,3,4,0,1,"1,27","0,62",25,11,18,14,5,13,1,2,1,2,0,1,0,1,1,0,1,0,1
25.08.2019,Galatasaray,Konyaspor,0,0,1,1,%60,%40,48,54,23,22,9,17,1,0,2,5,555,386,485,304,"%87,4","%78,8",31,10,9,3,18,16,6,4,6,5,6,7,0,1,"1,82","1,00",29,13,8,29,8,10,1,3,1,3,0,1,1,0,1,0,1,0,1
